"shortmove","longmove","Profit","TotalTrades","Name"
20,14,-0.764465000000001,28,"Ethereum Movi..."
49,22,-0.778218,9,"Ethereum Movi..."
32,5,-0.782148,26,"Ethereum Movi..."
48,23,-0.782298,8,"Ethereum Movi..."
37,24,-0.782872,9,"Ethereum Movi..."
45,32,-0.787746,8,"Ethereum Movi..."
31,14,-0.787779,13,"Ethereum Movi..."
34,14,-0.789414,13,"Ethereum Movi..."
34,16,-0.803926,13,"Ethereum Movi..."
39,19,-0.825985,9,"Ethereum Movi..."
40,19,-0.825985,9,"Ethereum Movi..."
49,39,-0.836643,8,"Ethereum Movi..."
41,33,-0.844131,14,"Ethereum Movi..."
50,38,-0.845823,8,"Ethereum Movi..."
42,33,-0.851376,14,"Ethereum Movi..."
38,23,-0.859107,7,"Ethereum Movi..."
19,12,-0.859132,28,"Ethereum Movi..."
41,22,-0.874074,7,"Ethereum Movi..."
9,3,-0.882990999999999,56,"Ethereum Movi..."
11,3,-0.889136,52,"Ethereum Movi..."
44,20,-0.896721,9,"Ethereum Movi..."
48,3,-0.899625000000001,32,"Ethereum Movi..."
27,22,-0.90954,21,"Ethereum Movi..."
46,23,-0.912851,7,"Ethereum Movi..."
41,21,-0.91297,7,"Ethereum Movi..."
22,15,-0.913104,23,"Ethereum Movi..."
30,12,-0.917582,11,"Ethereum Movi..."
49,38,-0.919041,8,"Ethereum Movi..."
49,21,-0.927924,9,"Ethereum Movi..."
35,28,-0.931032999999999,17,"Ethereum Movi..."
48,45,-0.931911,30,"Ethereum Movi..."
10,9,-0.933477,99,"Ethereum Movi..."
38,22,-0.933532,7,"Ethereum Movi..."
41,12,-0.957158,13,"Ethereum Movi..."
48,17,-0.960061000000001,13,"Ethereum Movi..."
36,17,-0.966008,11,"Ethereum Movi..."
49,23,-0.967437,8,"Ethereum Movi..."
18,16,-0.987435000000001,52,"Ethereum Movi..."
43,27,-0.988157,7,"Ethereum Movi..."
44,27,-0.988157,7,"Ethereum Movi..."
45,20,-0.990275,9,"Ethereum Movi..."
23,2,-0.996053,46,"Ethereum Movi..."
24,2,-1.015628,42,"Ethereum Movi..."
36,14,-1.018454,21,"Ethereum Movi..."
47,34,-1.023755,8,"Ethereum Movi..."
32,20,-1.04576,9,"Ethereum Movi..."
17,7,-1.049207,26,"Ethereum Movi..."
50,39,-1.055575,8,"Ethereum Movi..."
50,23,-1.059126,8,"Ethereum Movi..."
27,15,-1.062186,15,"Ethereum Movi..."
46,40,-1.070282,18,"Ethereum Movi..."
21,18,-1.07202,43,"Ethereum Movi..."
44,39,-1.07789,22,"Ethereum Movi..."
32,22,-1.079526,13,"Ethereum Movi..."
34,5,-1.08148,30,"Ethereum Movi..."
25,10,-1.101976,14,"Ethereum Movi..."
30,14,-1.102649,13,"Ethereum Movi..."
20,11,-1.10347,28,"Ethereum Movi..."
42,36,-1.12027,16,"Ethereum Movi..."
46,18,-1.122683,9,"Ethereum Movi..."
40,24,-1.12474,9,"Ethereum Movi..."
7,3,-1.125973,62,"Ethereum Movi..."
48,43,-1.130104,16,"Ethereum Movi..."
48,11,-1.132695,11,"Ethereum Movi..."
37,15,-1.136588,17,"Ethereum Movi..."
49,37,-1.139504,8,"Ethereum Movi..."
42,31,-1.141145,9,"Ethereum Movi..."
35,24,-1.144702,9,"Ethereum Movi..."
50,20,-1.184287,11,"Ethereum Movi..."
36,32,-1.185842,27,"Ethereum Movi..."
37,21,-1.18992,7,"Ethereum Movi..."
22,16,-1.191181,31,"Ethereum Movi..."
31,17,-1.191954,13,"Ethereum Movi..."
19,11,-1.19888,24,"Ethereum Movi..."
49,19,-1.222747,11,"Ethereum Movi..."
36,31,-1.237063,21,"Ethereum Movi..."
46,11,-1.237907,13,"Ethereum Movi..."
46,19,-1.257354,9,"Ethereum Movi..."
36,16,-1.262626,11,"Ethereum Movi..."
31,25,-1.268395,17,"Ethereum Movi..."
31,26,-1.270273,21,"Ethereum Movi..."
42,37,-1.273305,20,"Ethereum Movi..."
25,24,-1.273713,87,"Ethereum Movi..."
17,2,-1.277123,50,"Ethereum Movi..."
14,13,-1.299915,94,"Ethereum Movi..."
50,25,-1.305387,9,"Ethereum Movi..."
38,15,-1.320794,17,"Ethereum Movi..."
46,22,-1.321655,7,"Ethereum Movi..."
33,23,-1.323445,9,"Ethereum Movi..."
44,22,-1.332387,7,"Ethereum Movi..."
32,23,-1.333129,13,"Ethereum Movi..."
34,25,-1.337185,13,"Ethereum Movi..."
24,20,-1.341871,30,"Ethereum Movi..."
45,22,-1.349283,7,"Ethereum Movi..."
49,11,-1.367571,11,"Ethereum Movi..."
41,15,-1.369178,13,"Ethereum Movi..."
40,12,-1.369948,11,"Ethereum Movi..."
23,22,-1.384362,81,"Ethereum Movi..."
32,24,-1.389864,15,"Ethereum Movi..."
27,23,-1.393802,26,"Ethereum Movi..."
28,15,-1.403475,11,"Ethereum Movi..."
44,23,-1.408975,7,"Ethereum Movi..."
45,23,-1.408975,7,"Ethereum Movi..."
6,4,-1.421663,75,"Ethereum Movi..."
37,2,-1.437946,44,"Ethereum Movi..."
47,18,-1.453325,9,"Ethereum Movi..."
35,14,-1.458736,15,"Ethereum Movi..."
42,28,-1.459929,9,"Ethereum Movi..."
48,46,-1.466513,36,"Ethereum Movi..."
48,22,-1.46929,8,"Ethereum Movi..."
28,17,-1.469447,17,"Ethereum Movi..."
47,22,-1.471116,8,"Ethereum Movi..."
29,21,-1.476856,15,"Ethereum Movi..."
11,2,-1.478417,64,"Ethereum Movi..."
39,2,-1.50665,40,"Ethereum Movi..."
37,19,-1.514611,9,"Ethereum Movi..."
37,3,-1.518759,38,"Ethereum Movi..."
41,24,-1.519832,7,"Ethereum Movi..."
37,17,-1.538492,11,"Ethereum Movi..."
44,3,-1.540391,34,"Ethereum Movi..."
33,14,-1.545134,13,"Ethereum Movi..."
33,24,-1.547056,13,"Ethereum Movi..."
43,28,-1.552375,9,"Ethereum Movi..."
25,3,-1.563395,34,"Ethereum Movi..."
47,11,-1.564463,13,"Ethereum Movi..."
34,28,-1.568854,19,"Ethereum Movi..."
49,12,-1.574951,11,"Ethereum Movi..."
25,17,-1.582501,17,"Ethereum Movi..."
44,18,-1.585886,9,"Ethereum Movi..."
45,21,-1.591148,7,"Ethereum Movi..."
28,14,-1.593437,11,"Ethereum Movi..."
45,18,-1.594716,9,"Ethereum Movi..."
43,17,-1.596502,11,"Ethereum Movi..."
28,25,-1.600416,27,"Ethereum Movi..."
46,28,-1.601948,9,"Ethereum Movi..."
33,26,-1.622811,15,"Ethereum Movi..."
23,11,-1.63235,24,"Ethereum Movi..."
34,24,-1.637426,9,"Ethereum Movi..."
38,2,-1.644036,42,"Ethereum Movi..."
27,16,-1.656388,17,"Ethereum Movi..."
35,25,-1.672287,13,"Ethereum Movi..."
31,18,-1.68196,13,"Ethereum Movi..."
38,19,-1.688901,9,"Ethereum Movi..."
38,3,-1.698899,34,"Ethereum Movi..."
42,11,-1.722515,9,"Ethereum Movi..."
39,3,-1.723461,34,"Ethereum Movi..."
48,40,-1.729685,10,"Ethereum Movi..."
48,21,-1.730584,9,"Ethereum Movi..."
12,7,-1.730811,48,"Ethereum Movi..."
31,12,-1.734461,15,"Ethereum Movi..."
29,24,-1.73551,21,"Ethereum Movi..."
44,21,-1.745268,7,"Ethereum Movi..."
16,14,-1.745832,53,"Ethereum Movi..."
26,20,-1.747649,17,"Ethereum Movi..."
35,22,-1.75208,9,"Ethereum Movi..."
50,12,-1.755224,11,"Ethereum Movi..."
27,11,-1.758893,17,"Ethereum Movi..."
27,10,-1.767024,22,"Ethereum Movi..."
45,40,-1.773982,19,"Ethereum Movi..."
19,17,-1.779305,54,"Ethereum Movi..."
33,25,-1.785188,13,"Ethereum Movi..."
9,4,-1.790218,50,"Ethereum Movi..."
35,21,-1.807298,7,"Ethereum Movi..."
47,28,-1.817096,8,"Ethereum Movi..."
27,19,-1.821479,13,"Ethereum Movi..."
50,17,-1.829985,9,"Ethereum Movi..."
48,39,-1.838315,8,"Ethereum Movi..."
40,3,-1.844255,36,"Ethereum Movi..."
33,15,-1.84707,11,"Ethereum Movi..."
50,11,-1.847141,11,"Ethereum Movi..."
50,33,-1.855055,10,"Ethereum Movi..."
25,18,-1.855866,23,"Ethereum Movi..."
50,16,-1.857309,9,"Ethereum Movi..."
37,32,-1.874502,25,"Ethereum Movi..."
48,19,-1.880959,13,"Ethereum Movi..."
42,23,-1.892661,7,"Ethereum Movi..."
32,28,-1.898476,29,"Ethereum Movi..."
14,2,-1.906407,54,"Ethereum Movi..."
33,22,-1.916864,9,"Ethereum Movi..."
34,15,-1.942152,11,"Ethereum Movi..."
26,12,-1.949989,17,"Ethereum Movi..."
23,21,-1.974532,55,"Ethereum Movi..."
39,32,-2.020437,16,"Ethereum Movi..."
33,21,-2.020953,9,"Ethereum Movi..."
28,26,-2.02472,49,"Ethereum Movi..."
17,9,-2.072388,25,"Ethereum Movi..."
31,27,-2.080263,29,"Ethereum Movi..."
41,39,-2.113491,39,"Ethereum Movi..."
13,12,-2.135818,91,"Ethereum Movi..."
6,2,-2.147097,82,"Ethereum Movi..."
48,38,-2.165405,8,"Ethereum Movi..."
25,15,-2.188642,17,"Ethereum Movi..."
27,12,-2.189009,17,"Ethereum Movi..."
43,23,-2.191327,7,"Ethereum Movi..."
39,18,-2.194648,11,"Ethereum Movi..."
30,24,-2.206015,19,"Ethereum Movi..."
25,19,-2.208661,19,"Ethereum Movi..."
45,2,-2.222964,40,"Ethereum Movi..."
50,19,-2.259945,11,"Ethereum Movi..."
15,8,-2.264361,32,"Ethereum Movi..."
36,21,-2.265312,7,"Ethereum Movi..."
49,42,-2.266833,12,"Ethereum Movi..."
28,16,-2.284484,15,"Ethereum Movi..."
29,12,-2.290522,15,"Ethereum Movi..."
43,12,-2.300959,13,"Ethereum Movi..."
46,2,-2.3119,38,"Ethereum Movi..."
30,19,-2.315855,15,"Ethereum Movi..."
33,32,-2.319026,79,"Ethereum Movi..."
33,3,-2.340217,36,"Ethereum Movi..."
40,32,-2.356714,14,"Ethereum Movi..."
29,15,-2.358695,11,"Ethereum Movi..."
24,18,-2.373746,31,"Ethereum Movi..."
43,18,-2.375745,9,"Ethereum Movi..."
35,31,-2.377519,25,"Ethereum Movi..."
19,7,-2.417965,20,"Ethereum Movi..."
50,44,-2.424399,14,"Ethereum Movi..."
35,3,-2.442277,34,"Ethereum Movi..."
47,19,-2.448025,11,"Ethereum Movi..."
39,35,-2.449191,24,"Ethereum Movi..."
49,17,-2.453727,9,"Ethereum Movi..."
23,19,-2.460186,35,"Ethereum Movi..."
29,14,-2.468657,11,"Ethereum Movi..."
45,29,-2.502242,7,"Ethereum Movi..."
16,7,-2.52151,28,"Ethereum Movi..."
40,2,-2.537488,40,"Ethereum Movi..."
41,2,-2.537488,40,"Ethereum Movi..."
42,2,-2.537488,40,"Ethereum Movi..."
43,2,-2.537488,40,"Ethereum Movi..."
27,2,-2.542156,40,"Ethereum Movi..."
21,19,-2.549674,53,"Ethereum Movi..."
35,20,-2.560956,9,"Ethereum Movi..."
50,46,-2.574621,24,"Ethereum Movi..."
26,2,-2.588026,40,"Ethereum Movi..."
42,3,-2.591209,34,"Ethereum Movi..."
43,3,-2.591209,34,"Ethereum Movi..."
39,17,-2.60637,11,"Ethereum Movi..."
42,35,-2.642932,14,"Ethereum Movi..."
41,29,-2.645388,7,"Ethereum Movi..."
36,19,-2.657731,9,"Ethereum Movi..."
42,29,-2.675918,9,"Ethereum Movi..."
49,18,-2.677717,9,"Ethereum Movi..."
34,18,-2.691082,11,"Ethereum Movi..."
32,25,-2.700426,19,"Ethereum Movi..."
10,7,-2.703821,56,"Ethereum Movi..."
39,36,-2.705396,30,"Ethereum Movi..."
34,21,-2.72727,9,"Ethereum Movi..."
42,18,-2.75551,11,"Ethereum Movi..."
41,11,-2.767487,11,"Ethereum Movi..."
28,2,-2.778358,46,"Ethereum Movi..."
50,18,-2.778757,9,"Ethereum Movi..."
44,2,-2.791926,38,"Ethereum Movi..."
35,30,-2.810349,23,"Ethereum Movi..."
7,2,-2.813432,74,"Ethereum Movi..."
36,15,-2.853918,15,"Ethereum Movi..."
34,20,-2.858102,9,"Ethereum Movi..."
35,16,-2.862308,13,"Ethereum Movi..."
22,21,-2.902388,83,"Ethereum Movi..."
27,14,-2.909388,13,"Ethereum Movi..."
49,44,-2.927025,16,"Ethereum Movi..."
50,10,-2.930803,13,"Ethereum Movi..."
31,30,-2.946473,83,"Ethereum Movi..."
33,16,-2.960094,13,"Ethereum Movi..."
24,15,-2.967529,13,"Ethereum Movi..."
26,17,-3.000499,21,"Ethereum Movi..."
19,18,-3.016068,85,"Ethereum Movi..."
29,2,-3.035358,48,"Ethereum Movi..."
40,17,-3.042278,9,"Ethereum Movi..."
38,18,-3.057564,11,"Ethereum Movi..."
47,45,-3.077198,36,"Ethereum Movi..."
37,33,-3.084439,29,"Ethereum Movi..."
41,3,-3.117507,36,"Ethereum Movi..."
40,15,-3.12314,15,"Ethereum Movi..."
41,17,-3.145398,11,"Ethereum Movi..."
45,44,-3.173504,59,"Ethereum Movi..."
18,12,-3.19318,32,"Ethereum Movi..."
32,26,-3.200448,17,"Ethereum Movi..."
36,2,-3.200766,46,"Ethereum Movi..."
43,40,-3.244204,33,"Ethereum Movi..."
41,30,-3.251243,9,"Ethereum Movi..."
26,19,-3.264516,19,"Ethereum Movi..."
47,38,-3.264808,10,"Ethereum Movi..."
30,2,-3.289592,46,"Ethereum Movi..."
26,24,-3.298341,49,"Ethereum Movi..."
41,18,-3.32417,9,"Ethereum Movi..."
26,15,-3.325744,15,"Ethereum Movi..."
35,29,-3.37632,21,"Ethereum Movi..."
45,39,-3.383496,18,"Ethereum Movi..."
4,2,-3.388397,100,"Ethereum Movi..."
43,38,-3.411628,22,"Ethereum Movi..."
35,18,-3.427196,11,"Ethereum Movi..."
17,13,-3.456418,39,"Ethereum Movi..."
31,2,-3.491088,44,"Ethereum Movi..."
34,27,-3.496834,17,"Ethereum Movi..."
49,48,-3.504561,57,"Ethereum Movi..."
30,21,-3.51243,15,"Ethereum Movi..."
26,10,-3.515744,18,"Ethereum Movi..."
35,2,-3.542222,46,"Ethereum Movi..."
23,16,-3.547335,23,"Ethereum Movi..."
34,2,-3.55419,48,"Ethereum Movi..."
41,34,-3.564384,12,"Ethereum Movi..."
43,39,-3.569208,33,"Ethereum Movi..."
41,31,-3.573591,11,"Ethereum Movi..."
21,20,-3.592793,83,"Ethereum Movi..."
34,30,-3.622153,27,"Ethereum Movi..."
25,12,-3.688718,15,"Ethereum Movi..."
9,7,-3.723213,68,"Ethereum Movi..."
40,18,-3.724232,9,"Ethereum Movi..."
24,14,-3.743313,17,"Ethereum Movi..."
19,16,-3.782452,44,"Ethereum Movi..."
12,11,-3.784556,93,"Ethereum Movi..."
32,30,-3.809362,47,"Ethereum Movi..."
42,22,-3.814548,7,"Ethereum Movi..."
43,33,-3.827872,14,"Ethereum Movi..."
36,18,-3.834444,11,"Ethereum Movi..."
37,18,-3.834444,11,"Ethereum Movi..."
8,2,-3.840522,68,"Ethereum Movi..."
39,38,-3.875247,66,"Ethereum Movi..."
36,33,-3.899609,31,"Ethereum Movi..."
33,2,-3.954196,46,"Ethereum Movi..."
47,39,-3.978713,10,"Ethereum Movi..."
27,17,-3.990163,15,"Ethereum Movi..."
25,11,-3.994888,17,"Ethereum Movi..."
23,20,-4.019643,41,"Ethereum Movi..."
42,17,-4.039614,13,"Ethereum Movi..."
17,16,-4.081153,87,"Ethereum Movi..."
50,48,-4.082898,38,"Ethereum Movi..."
50,2,-4.098526,36,"Ethereum Movi..."
46,20,-4.101765,9,"Ethereum Movi..."
34,22,-4.10596,9,"Ethereum Movi..."
43,22,-4.106217,7,"Ethereum Movi..."
11,7,-4.150989,48,"Ethereum Movi..."
26,11,-4.172753,21,"Ethereum Movi..."
32,29,-4.200054,27,"Ethereum Movi..."
43,34,-4.201274,14,"Ethereum Movi..."
41,40,-4.218276,65,"Ethereum Movi..."
26,18,-4.335618,17,"Ethereum Movi..."
30,20,-4.343162,15,"Ethereum Movi..."
48,20,-4.361362,9,"Ethereum Movi..."
27,18,-4.367958,15,"Ethereum Movi..."
35,32,-4.371473,29,"Ethereum Movi..."
48,44,-4.388005,26,"Ethereum Movi..."
33,20,-4.424478,11,"Ethereum Movi..."
42,32,-4.443239,14,"Ethereum Movi..."
23,15,-4.447755,19,"Ethereum Movi..."
47,21,-4.50405,7,"Ethereum Movi..."
32,2,-4.50822,42,"Ethereum Movi..."
24,19,-4.530876,31,"Ethereum Movi..."
32,16,-4.602066,11,"Ethereum Movi..."
34,3,-4.612801,36,"Ethereum Movi..."
43,32,-4.674008,12,"Ethereum Movi..."
34,26,-4.682189,17,"Ethereum Movi..."
49,2,-4.698672,40,"Ethereum Movi..."
24,12,-4.720332,19,"Ethereum Movi..."
46,21,-4.726662,7,"Ethereum Movi..."
34,31,-4.764395,31,"Ethereum Movi..."
27,25,-4.802315,45,"Ethereum Movi..."
41,32,-4.818292,14,"Ethereum Movi..."
20,16,-4.89261,42,"Ethereum Movi..."
47,44,-4.913258,30,"Ethereum Movi..."
46,39,-5.088516,16,"Ethereum Movi..."
26,14,-5.131253,17,"Ethereum Movi..."
25,14,-5.220465,17,"Ethereum Movi..."
47,2,-5.226198,40,"Ethereum Movi..."
48,2,-5.237536,42,"Ethereum Movi..."
3,2,-5.271517,134,"Ethereum Movi..."
5,2,-5.318105,84,"Ethereum Movi..."
17,15,-5.343683,53,"Ethereum Movi..."
24,11,-5.344651,16,"Ethereum Movi..."
5,3,-5.496564,89,"Ethereum Movi..."
26,23,-5.546629,34,"Ethereum Movi..."
42,34,-5.610498,12,"Ethereum Movi..."
32,27,-5.751161,25,"Ethereum Movi..."
27,24,-5.831732,29,"Ethereum Movi..."
42,38,-5.848705,31,"Ethereum Movi..."
13,2,-5.929723,60,"Ethereum Movi..."
25,2,-6.022746,44,"Ethereum Movi..."
6,3,-6.091285,69,"Ethereum Movi..."
47,20,-6.124204,11,"Ethereum Movi..."
23,12,-6.287406,23,"Ethereum Movi..."
41,38,-6.494325,32,"Ethereum Movi..."
42,39,-6.571727,33,"Ethereum Movi..."
9,2,-6.62258,66,"Ethereum Movi..."
8,3,-6.631269,63,"Ethereum Movi..."
47,46,-6.778935,57,"Ethereum Movi..."
13,11,-7.090337,63,"Ethereum Movi..."
31,29,-7.158448,47,"Ethereum Movi..."
34,29,-7.572508,23,"Ethereum Movi..."
35,33,-7.581193,39,"Ethereum Movi..."
16,15,-7.997288,89,"Ethereum Movi..."
28,27,-8.149884,85,"Ethereum Movi..."
34,33,-8.744648,72,"Ethereum Movi..."
6,5,-8.816317,114,"Ethereum Movi..."
8,7,-8.914865,103,"Ethereum Movi..."
42,40,-9.395592,37,"Ethereum Movi..."
34,32,-9.661041,41,"Ethereum Movi..."
26,25,-10.864652,86,"Ethereum Movi..."
11,9,0.311548,15,"Farad"
8,7,0.244925,33,"Farad"
20,18,0.238066,12,"Farad"
19,18,0.22782,20,"Farad"
12,11,0.190988,26,"Farad"
32,30,0.188672,11,"Farad"
13,7,0.187927,12,"Farad"
13,8,0.186341,12,"Farad"
12,10,0.186176,16,"Farad"
41,36,0.179995,7,"Farad"
9,7,0.171639,18,"Farad"
49,31,0.171401,7,"Farad"
35,32,0.168643,7,"Farad"
12,7,0.164338,12,"Farad"
6,5,0.161573,30,"Farad"
15,7,0.160373,8,"Farad"
34,33,0.158687,13,"Farad"
25,15,0.156023,7,"Farad"
32,31,0.151772,13,"Farad"
44,40,0.148715,6,"Farad"
12,9,0.148573,11,"Farad"
23,17,0.138722,7,"Farad"
6,4,0.13593,19,"Farad"
20,19,0.135053,17,"Farad"
43,35,0.134245,5,"Farad"
43,36,0.131645,5,"Farad"
10,7,0.131539,13,"Farad"
13,9,0.127797,9,"Farad"
40,30,0.123357,5,"Farad"
34,32,0.121369,10,"Farad"
46,29,0.119272,5,"Farad"
16,13,0.11871,11,"Farad"
46,31,0.117101,3,"Farad"
47,31,0.117101,3,"Farad"
48,31,0.117101,3,"Farad"
43,40,0.116798,8,"Farad"
47,46,0.116498,9,"Farad"
37,35,0.115904,9,"Farad"
42,36,0.115252,5,"Farad"
47,45,0.114486,6,"Farad"
48,45,0.114486,6,"Farad"
23,15,0.113163,5,"Farad"
48,41,0.112526,6,"Farad"
41,39,0.109348,8,"Farad"
49,41,0.108433,4,"Farad"
42,37,0.108019,5,"Farad"
43,32,0.106909,3,"Farad"
42,33,0.106909,3,"Farad"
43,33,0.106909,3,"Farad"
21,16,0.10671,7,"Farad"
15,8,0.105241,6,"Farad"
39,38,0.104215,11,"Farad"
41,40,0.103545,9,"Farad"
27,15,0.099184,5,"Farad"
34,25,0.097151,5,"Farad"
50,40,0.095961,3,"Farad"
47,41,0.095062,6,"Farad"
41,35,0.09363,7,"Farad"
45,39,0.093068,6,"Farad"
50,41,0.091784,3,"Farad"
42,40,0.090969,8,"Farad"
32,29,0.088429,7,"Farad"
44,30,0.087687,3,"Farad"
43,31,0.087687,3,"Farad"
38,28,0.087686,5,"Farad"
43,29,0.086334,3,"Farad"
45,29,0.086334,3,"Farad"
22,19,0.084873,8,"Farad"
21,2,0.084408,12,"Farad"
22,2,0.084408,12,"Farad"
23,2,0.084408,12,"Farad"
24,2,0.084408,12,"Farad"
25,2,0.084408,12,"Farad"
26,2,0.084408,12,"Farad"
27,2,0.084408,12,"Farad"
37,36,0.084271,13,"Farad"
24,15,0.083086,5,"Farad"
45,7,0.082076,3,"Farad"
46,7,0.082076,3,"Farad"
33,30,0.078812,7,"Farad"
42,29,0.076732,3,"Farad"
17,15,0.0766969999999999,13,"Farad"
41,32,0.076505,3,"Farad"
38,32,0.076451,5,"Farad"
15,11,0.075891,12,"Farad"
49,45,0.075846,3,"Farad"
40,36,0.075834,5,"Farad"
36,30,0.07487,5,"Farad"
13,10,0.074694,12,"Farad"
38,35,0.074416,7,"Farad"
47,29,0.074266,3,"Farad"
38,33,0.07352,5,"Farad"
41,33,0.073288,3,"Farad"
16,8,0.07218,4,"Farad"
23,22,0.072103,15,"Farad"
50,45,0.069306,3,"Farad"
11,8,0.068384,13,"Farad"
21,17,0.067985,9,"Farad"
42,35,0.067909,5,"Farad"
42,32,0.066313,3,"Farad"
35,27,0.065372,3,"Farad"
50,30,0.065087,3,"Farad"
49,33,0.064938,4,"Farad"
50,33,0.064938,4,"Farad"
46,28,0.064664,3,"Farad"
47,28,0.064664,3,"Farad"
17,8,0.064034,6,"Farad"
16,9,0.063489,7,"Farad"
41,38,0.063197,7,"Farad"
14,7,0.061612,12,"Farad"
39,31,0.059424,3,"Farad"
50,44,0.05927,5,"Farad"
49,30,0.05831,3,"Farad"
22,20,0.058193,8,"Farad"
33,29,0.057187,3,"Farad"
41,37,0.056446,5,"Farad"
48,29,0.055093,3,"Farad"
38,29,0.053933,3,"Farad"
47,34,0.053581,3,"Farad"
25,13,0.052763,3,"Farad"
43,30,0.052756,3,"Farad"
46,39,0.05255,6,"Farad"
37,29,0.052517,3,"Farad"
25,24,0.052073,11,"Farad"
44,39,0.052045,6,"Farad"
40,39,0.051983,8,"Farad"
6,3,0.0508680000000001,24,"Farad"
42,41,0.050049,8,"Farad"
45,28,0.049468,3,"Farad"
41,26,0.04922,3,"Farad"
42,26,0.04922,3,"Farad"
43,26,0.04922,3,"Farad"
44,26,0.04922,3,"Farad"
41,27,0.04922,3,"Farad"
35,31,0.049211,5,"Farad"
35,30,0.048654,5,"Farad"
48,39,0.048617,4,"Farad"
34,27,0.047792,3,"Farad"
40,29,0.046637,3,"Farad"
41,29,0.046637,3,"Farad"
19,17,0.04658,11,"Farad"
45,35,0.046203,3,"Farad"
46,35,0.046203,3,"Farad"
48,34,0.046192,4,"Farad"
33,7,0.045201,5,"Farad"
34,7,0.045201,5,"Farad"
42,31,0.044791,5,"Farad"
39,32,0.043413,3,"Farad"
39,30,0.042869,3,"Farad"
39,27,0.04268,3,"Farad"
40,27,0.04268,3,"Farad"
21,15,0.042343,7,"Farad"
37,2,0.042123,13,"Farad"
38,2,0.042123,13,"Farad"
31,7,0.040983,5,"Farad"
32,7,0.040983,5,"Farad"
36,32,0.040267,5,"Farad"
40,34,0.040251,5,"Farad"
16,11,0.040117,10,"Farad"
42,17,0.039959,3,"Farad"
40,7,0.039128,5,"Farad"
41,7,0.039128,5,"Farad"
43,7,0.038437,3,"Farad"
44,7,0.038437,3,"Farad"
39,2,0.037883,13,"Farad"
40,2,0.037883,13,"Farad"
44,29,0.03756,3,"Farad"
42,30,0.03756,3,"Farad"
48,2,0.035934,7,"Farad"
49,2,0.035934,7,"Farad"
50,2,0.035934,7,"Farad"
43,18,0.035638,3,"Farad"
49,34,0.034835,3,"Farad"
15,13,0.034322,14,"Farad"
20,15,0.034309,9,"Farad"
45,36,0.033888,3,"Farad"
34,28,0.033646,5,"Farad"
48,20,0.033515,3,"Farad"
38,27,0.033285,3,"Farad"
42,27,0.033209,3,"Farad"
43,27,0.033209,3,"Farad"
44,27,0.033209,3,"Farad"
23,16,0.033198,5,"Farad"
45,37,0.03293,4,"Farad"
36,26,0.032881,3,"Farad"
42,7,0.032828,3,"Farad"
38,34,0.032744,7,"Farad"
46,36,0.032539,3,"Farad"
28,26,0.032253,11,"Farad"
15,14,0.031964,22,"Farad"
33,28,0.031904,5,"Farad"
50,26,0.031752,3,"Farad"
47,36,0.031581,4,"Farad"
50,49,0.031378,11,"Farad"
37,30,0.031066,5,"Farad"
47,35,0.031003,3,"Farad"
43,42,0.030673,8,"Farad"
47,4,0.03054,3,"Farad"
48,4,0.03054,3,"Farad"
49,4,0.03054,3,"Farad"
45,2,0.030325,7,"Farad"
46,2,0.030325,7,"Farad"
47,2,0.030325,7,"Farad"
49,35,0.030045,4,"Farad"
50,35,0.030045,4,"Farad"
42,39,0.029506,7,"Farad"
45,41,0.029324,6,"Farad"
38,7,0.029047,3,"Farad"
39,7,0.029047,3,"Farad"
42,38,0.028846,5,"Farad"
49,38,0.028558,4,"Farad"
34,26,0.02838,3,"Farad"
43,19,0.02821,5,"Farad"
46,34,0.027841,3,"Farad"
35,7,0.027335,3,"Farad"
36,7,0.027335,3,"Farad"
37,7,0.027335,3,"Farad"
40,15,0.026821,3,"Farad"
50,48,0.026581,7,"Farad"
48,42,0.026514,4,"Farad"
11,7,0.026513,9,"Farad"
50,47,0.026447,7,"Farad"
48,22,0.026442,3,"Farad"
19,16,0.026078,9,"Farad"
36,31,0.025356,5,"Farad"
40,25,0.025253,3,"Farad"
41,25,0.025253,3,"Farad"
42,25,0.025253,3,"Farad"
43,25,0.025253,3,"Farad"
40,26,0.025253,3,"Farad"
44,33,0.025078,3,"Farad"
43,34,0.025078,3,"Farad"
48,28,0.023888,3,"Farad"
17,9,0.023117,3,"Farad"
41,11,0.022605,5,"Farad"
28,2,0.022068,12,"Farad"
29,2,0.022068,12,"Farad"
30,2,0.022068,12,"Farad"
31,2,0.022068,12,"Farad"
10,9,0.021859,27,"Farad"
40,38,0.021591,9,"Farad"
50,34,0.021562,4,"Farad"
38,31,0.02117,3,"Farad"
31,29,0.021137,11,"Farad"
36,2,0.021026,13,"Farad"
49,25,0.02072,5,"Farad"
45,8,0.020274,3,"Farad"
45,9,0.020274,3,"Farad"
48,43,0.01974,4,"Farad"
47,38,0.019461,4,"Farad"
48,35,0.018677,4,"Farad"
48,23,0.018604,3,"Farad"
48,21,0.018498,3,"Farad"
45,27,0.018298,3,"Farad"
22,15,0.018104,5,"Farad"
33,27,0.017873,3,"Farad"
20,16,0.017301,9,"Farad"
39,25,0.015858,3,"Farad"
38,26,0.015858,3,"Farad"
39,26,0.015858,3,"Farad"
37,27,0.015858,3,"Farad"
